Username,Comment,Likes
starx_velvet,Amy real girls girl,0
_tubacore_,GIRL I DON'T HAVE THAT OIL 😭,0
lar.sukayna,Am I the only one who has never heard of that oil?😅😭😭,0
lo.bri.ve,She’s holding the foot like it’s not attached 😂😂,0
delulualbi,i tried it and it actually works. my skin is soooooooooo smooth🤪,0
sara.irish22,This is the first time I even heard of rice bran oil 😂,0
girlie_things222,"“You don’t need money” “you need this oil, NOT THE CHEAP KIND” 😂😂😂",0
prinzessin.____,Why are we so obsessed with making every part of ourselves look perfect. This is exhausting.,0
leroisme,GOOD AMOUNT📝,0
shaiful_d__,I love to see a beautiful woman yapping .,0
guestsathome,Kinda looks like she just took someone else’s foot🤣,0
mahrouahmadi,😍😍😍❤️,0
mellon.ppaang,Good quality Rice brand oil is also expensive We do need money to purchase it 😭,0
j0808_.x,شنو هالزيت اصلا وين الگى هالزيت بالعراق؟؟,0
ninjalabsx,📍📍📍,0
kiaraaa009,Free feet? In this economy???,0
makeitwithmicah,"Marinate feet in rice bran oil, Vaseline and Saran Wrap 📝✅✅✅😍",0
califoodventure,THIS,0
h4rriel,Target Audience: 👩 Actual Audience: 🧔‍♂️,0
geng.sylvia,oooo❤️❤️❤️,0
melisa_retired_life,@___amy.h do you go to sleep without shower after putting it on your skin? How long do you have to leave it on?,0
@___amy.h,@___amy.h do you go to sleep without shower after putting it on your skin? How long do you have to leave it on?,0
angela7story,فاعلة خير الزيت هو زيت نخالة الارز تسالون اي عطار او ابو اعشاب عنه و راح تشوفو موجود,0
claratts_,girl I've never heard about this oil before 😭,0
iamchrisoking,Coconut oil instead Petro oil,0
nsingh.09_,coconut oil will work trust me,0
phzxpl,She a queen fr,0
serenityann__,Baddieeee,0
kdrama.luv_,Well the Vaseline is a pore clogging ingredient 😞😭 so i can’t,0
netflixseries123,Why she sound like jazemine tan,0
_ozzi07,"Am not a woman nor do I have a girlfriend, why am i watching this?",0
enel_yk,FEET FOR FREE IN THIS ECONOMY ⁉️⁉️,0
sury.vargas,Ok but how long do u leave the oil on ur skin?,0
tetescoconut,who the F have this oil at home,0
nell_love77,Ok I came here to see if scone was talking about the use of Vaseline but I guess not. Well I do not use it but I will try this oil with coconut oil and see,0
3l1w._,Should i sleep with this on my body?,0
reems.rims40,Can we also use olive oil?,0
_rrells,Please stop acting and talking like that ….,0
f._fahmie.6,She said 'a cheap recipe' and she again said ' a real rice brain oil oky the original not that cheap kind' 🙂,0
beautyxleilaa,does it also lighten the bumbum,0
zoezby257,Will this absorb into the skin? I feel like it will feel greasy.,0
purple.eyed.aphrodite,Saran) sir-ran,0
eurobabe001,"Vaseline is derived from petroleum jelly, which is a byproduct of refining crude oil, which is gasoline. Maybe another swap for Vaseline ?",0
ombra2436,"Don't wear socks to sleep, it weakeans our brain",0
rashmitripathi829,Rice oil link,0
tinaiben_24,Where can I get that Rice Bran Oil from?,0
ima.weeeeee,"Never heard of that oil before and idk where to find, like what ?????",0
niksbadguy,Without speed ur nothing remember that,0
there.va,"Aku punya vaseline nya banyak bahkan sdh exp krn tdk saya pakai, tp tidak punya minyak itu😢",0
idyllic_01o,"Well you do need money to buy Vaseline and the rICe bRAn oil. Like where do you even buy the rice bran oil from, never heard of it before",0
stacey59345,Amy I am from South Africa 🌍 in South Africa we don't have rice oiil . What oil should I use😢,0
jibrilshifah,Starts with “who said anything about rich” and then proceeds to say “ rice barn oil not the Cheap ones”,0
ripborr,"""cheap body care"" ""IT HAS TO BE 100% RICE OKAY? IT CAN'T BE THE CHEAP KIND"".... Lol",0
whitneyjm06,"So, olive oil not going to work because that's the only oil I have",0
jemcath02,"I can’t wrap my feet during my sleep, I’m use to sleep with my fan hitting my feet 😭",0
selena_bn_63,I want a recipe for strengthening hair,0
rem1417_,ملعقه فازلين ملعقه زيت زيتون,0
chan2chan___,she’s born funny😭,0
hoimei73,She is so cute 😭❤️,0
raw_beauty_content,"I knew it was serious the moment she said, “FIRST, we’re gonna grab a bowl and a WOODEN SPATULA!”",0
assiana__,اللي جرّبوه زعما صح ؟ قولولنا قبل ما نسيوو 😂,0
zahrastraum,Girl i don’t have Money for RICE BROWN OIL😭,0
mari.__.here,But if you sleep you can't wear socks bkz it's not good,0
angel.luk.330,Girl I've never seen a Vaseline that huge 😂,0
paul_101804,You said cheap but I already saw the vaseline it's too expensive here in my country,0
91nor_,بنات فازلين وزيت الزيتون البكر الي اهو الاصلي تخلطونه وتحطونه على الجسم ورجل. وتنامون في وثاني يوم. شاور بس 😎,0
falastina277,Why does she sound like Miley Cirus,0
misohour,they don’t sell rice bran oil where im from,0
theyfwlulu7,Can I use olive oil too,0
x.little.devil.x,Du brauchst kein geld‘‘ Du brauchst dieses Öl ABER!!!! NICHT DIE GÜNSTIGEN ART 💀😭,0
by_bluu_,The way my feet burn and over heat I'd wake up witg frief feet 💀,0
aliciamavs,Girls girl💅🏼,0
daniellamoniz19,Is there any other oil you can use? That's not a thing around here,0
disu.damilola,"Thank you Amy, love you😍😍",0
skincaretestfreelila,That's interesting.🥰,0
iamritafaez,you look like ex of i show speed @ishowspeed,0
@ishowspeed,you look like ex of i show speed @ishowspeed,0
kellyxnl,THE FEET FOR FREEEE?????,0
ankitabanasree,Just think about applying this in summer & non air conditioned room before sleep🥹,0
luna_maahir_,Gruel I love your confidence 👏😭❤️,0
bambi_and_friends_vrc,"Hhhh, I don’t have that oil, but for whiting purposes I used something different. Honey, lemon juice, baking soda and saltttt! Leave on 15 minutes. ^^ Which won’t be as thick or have the same benefits since it’s just for whiting, but if that’s all ya want then good alt! (For me at least)",0
sayori_ly,It’s also your beautiful genetics 😫😫😫😫,0
07_.puputhetics,Can I apply on my face?,0
seaview.sanctuary,Sa RAN wrap,0
the_bosybadass,"Amy just a quick question; how to cure stretch mark which is in underarm, I'm fed with all the marketed products and genuinely I don't trust them at all but hopefully I can get answer from here...🤞🏻🥺",0
arun5555512,AMY and iso speed best couple ❤️❤️,0
meena.momand,You are right oil is free,0
lit_tlejackie,Ishowspeed made him famous,0
_adeline.eve,Listen you can use normal oil what you use . It's work . Use oil your own script,0
mathilde.6431,Sorry girl I can’t sleep with socks on 😂,0
_._eucalyptus_._,"After playing Garba, we Gujaratis need this for our feet fsss 🥲",0
crowntattoos.wormerveer,🤣🤣🤣🤯,0
yamgirll,Find that rice oil is so hard. Maybe it's for me 😂,0
parishmita_.medhi_,She's a true girlies' girl y'll💅🏻✨,0
hellishvampira,WE DON'T HAVE THAT OIL,0
kamalakanta_11,Why is this in my feed ?,0
official_dr_eze,Not you saying that We don’t need any Money but we need get expensive oil “not the cheap kind“,0
tornwithlove,What do you use if you can’t use Vaseline,0
ngaltera_psy89,Am i supposed to wear anything on top? What if the mixture makes my bed oily 🌞?,0
theartemismoonstar,Anyone else noticed she said spatula while holding a wooden spoon? But this is a nice life hack.,0
master_gsingh,"Can we apply that on face, for whitening😂",0
i.sid.zafar,Which oil?,0
cbbi.premium,"Panasss gk sii kaki diplastikin trud pake kaos kaki, meskipunnn punn punn pake AC ya",0
malaktarek1384,Isn't this heavy on the underarm skin?,0
sidrabatool389,My mother used to say if you wear socks while sleep you will 💀,0
liza_cristiano.7,Can I just use sunflower oil?,0
che_ten_228,She was like... 'Who says anything bout money... ' and then goes to tell us not to get that *cheap* oil... 🥲 and i don't think that oil even exists around me🥲,0
kkitty.co,You’re such a huge inspiration to meeee💓💓💓💓💓💓💓💓💓💓💓💓,0
midjune_shit_forever,rice bran oil the one we use in cooking?,0
maymarz__,I wonder if we could just use coconut oil instead of Vaseline..... I wonder if those two oils could mix,0
nusrat35252,I thought rice bran oil is for eating 😑,0
pattdvsalalila,We don't have rice bran here in Philippines,0
godisking670,I love how her top looks cute but covered up😍,0
mediadore1,Amy thing for dandruff??? Thank you,0
_priya_manhotra,Link for the,0
miss.orchidrose,Thank you for the tips..😍😍😍,0
komal_i_am_,Thank you for reality,0
poonkie_365,Does it's help on wrinkles in hands ✋️,0
reauxtheelf,Loved the feet part actually,0
misskung_kamei,I really want the oil,0
sleeper_build_,We want to see you with ishowspeed,0
missgreen_mlg,Stop yelling at me,0
r.e.e.t.a84,Rice brand oil link,0
amanda.da.silva1999,So the vaseline and rich brown oil just appears mysteriously and doesn’t require money right 🤔,0
unsortedsh,I just have one question. What bioactive compounds in rice bran oil is in act here. That will give more clarity in cause someone what to see for substitute,0
ela_frella,That doesn’t look safe,0
zilla8584,امانة ممكن فاعل خير يترجملي الفيديو او يرسلي ياه مترجم ع الخاص الله يرزقه الجنة تكفون 🥺🥺🥺🥺🥺🥹🫂🥹🫂🥹🥺🫂,0
chubbybrooks,the real girl,0
im.nini_07,"Uma diva, você",0
gxoddamn,"""areas you want to whiten"" *applies it full body-*",0
